Losses: 
batches completed: 1, time taken: 32.51929330825806, loss: 45.95554733276367 
batches completed: 406, time taken: 8.270123958587646, loss: 2283.7320137023926 
batches completed: 407, time taken: 8.260830640792847, loss: 2289.1140999794006 
batches completed: 408, time taken: 8.268975496292114, loss: 2294.3709030151367 
batches completed: 409, time taken: 8.268243074417114, loss: 2299.727367401123 
batches completed: 410, time taken: 8.277448177337646, loss: 2305.526553630829 
batches completed: 411, time taken: 8.26929759979248, loss: 2310.7496042251587 
batches completed: 412, time taken: 8.274741411209106, loss: 2316.1148920059204 
batches completed: 413, time taken: 8.269877195358276, loss: 2321.588439464569 
batches completed: 414, time taken: 8.274908065795898, loss: 2327.1928763389587 
batches completed: 415, time taken: 8.268516063690186, loss: 2332.7772216796875 
batches completed: 416, time taken: 8.264569997787476, loss: 2338.0592861175537 
batches completed: 417, time taken: 8.261768341064453, loss: 2343.44193649292 
batches completed: 418, time taken: 8.265320777893066, loss: 2349.141851425171 
batches completed: 419, time taken: 8.277154922485352, loss: 2354.61385679245 
batches completed: 420, time taken: 8.266501903533936, loss: 2360.0819568634033 
batches completed: 421, time taken: 8.277547359466553, loss: 2365.4294152259827 
batches completed: 422, time taken: 8.287403106689453, loss: 2370.8988270759583 
batches completed: 423, time taken: 8.277735233306885, loss: 2376.745168685913 
batches completed: 424, time taken: 8.268990993499756, loss: 2382.608575820923 
batches completed: 425, time taken: 8.263897895812988, loss: 2388.12154340744 
batches completed: 426, time taken: 8.26823616027832, loss: 2393.5265398025513 
batches completed: 427, time taken: 8.27452826499939, loss: 2399.1456475257874 
batches completed: 428, time taken: 8.273107528686523, loss: 2404.4846153259277 
batches completed: 429, time taken: 8.28092336654663, loss: 2409.8132243156433 
batches completed: 430, time taken: 8.284368991851807, loss: 2414.9616465568542 
batches completed: 431, time taken: 8.283233404159546, loss: 2420.485920906067 
batches completed: 432, time taken: 8.274834871292114, loss: 2425.6788296699524 
batches completed: 433, time taken: 8.27715253829956, loss: 2431.016785621643 
batches completed: 434, time taken: 8.271791696548462, loss: 2436.2033019065857 
batches completed: 435, time taken: 8.275484561920166, loss: 2441.9057655334473 
batches completed: 436, time taken: 8.269367218017578, loss: 2447.5373587608337 
batches completed: 437, time taken: 8.285622358322144, loss: 2453.153853416443 
batches completed: 438, time taken: 8.264354467391968, loss: 2458.876326084137 
batches completed: 439, time taken: 8.26863431930542, loss: 2464.6129670143127 
batches completed: 440, time taken: 8.276983499526978, loss: 2470.216058731079 
batches completed: 441, time taken: 8.276516675949097, loss: 2475.761504650116 
batches completed: 442, time taken: 8.265666007995605, loss: 2481.203935623169 
batches completed: 443, time taken: 8.277791261672974, loss: 2486.346154689789 
batches completed: 444, time taken: 8.280925750732422, loss: 2491.795738220215 
batches completed: 445, time taken: 8.275519132614136, loss: 2497.594603061676 
batches completed: 446, time taken: 8.276785612106323, loss: 2503.053948402405 
batches completed: 447, time taken: 8.27237343788147, loss: 2508.497920513153 
batches completed: 448, time taken: 8.287358283996582, loss: 2513.934609889984 
batches completed: 449, time taken: 8.273128509521484, loss: 2519.452607154846 
batches completed: 450, time taken: 8.279936075210571, loss: 2524.9087414741516 
batches completed: 451, time taken: 8.268151998519897, loss: 2530.3904333114624 
batches completed: 452, time taken: 8.27029037475586, loss: 2535.8773255348206 
batches completed: 453, time taken: 8.27622103691101, loss: 2541.3156566619873 
batches completed: 454, time taken: 8.276463270187378, loss: 2546.650194168091 
batches completed: 455, time taken: 8.267565488815308, loss: 2552.1619548797607 
batches completed: 456, time taken: 8.279216051101685, loss: 2557.57621383667 
batches completed: 457, time taken: 8.26505160331726, loss: 2562.9791526794434 
batches completed: 458, time taken: 8.272928237915039, loss: 2568.5196475982666 
batches completed: 459, time taken: 8.274854898452759, loss: 2573.808618545532 
batches completed: 460, time taken: 8.268768072128296, loss: 2579.211335659027 
batches completed: 461, time taken: 8.271641969680786, loss: 2585.0437088012695 
batches completed: 462, time taken: 8.25965166091919, loss: 2590.410722255707 
batches completed: 463, time taken: 8.27506399154663, loss: 2596.1507062911987 
batches completed: 464, time taken: 8.275947570800781, loss: 2601.748900413513 
batches completed: 465, time taken: 8.27217435836792, loss: 2606.9638953208923 
batches completed: 466, time taken: 8.270440816879272, loss: 2612.3337326049805 
batches completed: 467, time taken: 8.256173610687256, loss: 2617.754017353058 
batches completed: 468, time taken: 8.275432348251343, loss: 2623.3064393997192 
batches completed: 469, time taken: 8.263086318969727, loss: 2628.9596700668335 
batches completed: 470, time taken: 8.270081281661987, loss: 2634.6646733283997 
batches completed: 471, time taken: 8.272406578063965, loss: 2640.2238755226135 
batches completed: 472, time taken: 8.27000379562378, loss: 2645.8042392730713 
batches completed: 473, time taken: 8.28728175163269, loss: 2651.1546692848206 
batches completed: 474, time taken: 8.266550064086914, loss: 2656.5178966522217 
batches completed: 475, time taken: 8.274841070175171, loss: 2661.8778648376465 
batches completed: 476, time taken: 8.271809577941895, loss: 2667.337643146515 
batches completed: 477, time taken: 8.281761884689331, loss: 2672.7265043258667 
batches completed: 478, time taken: 8.269001960754395, loss: 2678.2922072410583 
batches completed: 479, time taken: 8.27687692642212, loss: 2683.7929487228394 
batches completed: 480, time taken: 8.26450490951538, loss: 2689.8728222846985 
batches completed: 481, time taken: 8.268470287322998, loss: 2695.2365498542786 
batches completed: 482, time taken: 8.279662847518921, loss: 2700.7952122688293 
batches completed: 483, time taken: 8.280081033706665, loss: 2706.073327064514 
batches completed: 484, time taken: 8.278211116790771, loss: 2711.4506916999817 
batches completed: 485, time taken: 8.26957106590271, loss: 2716.7968730926514 
batches completed: 486, time taken: 8.274462461471558, loss: 2722.017583847046 
batches completed: 487, time taken: 8.273323774337769, loss: 2727.366210460663 
batches completed: 488, time taken: 8.259410858154297, loss: 2733.2484912872314 
batches completed: 489, time taken: 8.277494668960571, loss: 2738.8744769096375 
batches completed: 490, time taken: 8.276751041412354, loss: 2744.3247861862183 
batches completed: 491, time taken: 8.271754503250122, loss: 2750.008752346039 
batches completed: 492, time taken: 8.262992858886719, loss: 2755.518524169922 
batches completed: 493, time taken: 8.268632411956787, loss: 2760.9228014945984 
batches completed: 494, time taken: 8.273967742919922, loss: 2766.352798461914 
batches completed: 495, time taken: 8.287490367889404, loss: 2771.6513500213623 
batches completed: 496, time taken: 8.2765531539917, loss: 2777.1115341186523 
batches completed: 497, time taken: 8.25793194770813, loss: 2782.7036900520325 
batches completed: 498, time taken: 8.27076005935669, loss: 2788.000534057617 
batches completed: 499, time taken: 8.27082371711731, loss: 2794.000325679779 
batches completed: 500, time taken: 8.272804260253906, loss: 2799.384011745453 
batches completed: 501, time taken: 8.27550721168518, loss: 2805.05762386322 
batches completed: 502, time taken: 8.276008605957031, loss: 2810.3224663734436 
batches completed: 503, time taken: 8.287304639816284, loss: 2816.1013627052307 
batches completed: 504, time taken: 8.276634216308594, loss: 2821.6996216773987 
batches completed: 505, time taken: 8.27516794204712, loss: 2827.233322620392 
batches completed: 506, time taken: 8.276453018188477, loss: 2832.7230648994446 
batches completed: 507, time taken: 8.277272462844849, loss: 2838.310749053955 
batches completed: 508, time taken: 8.274073362350464, loss: 2843.542640686035 
batches completed: 509, time taken: 8.2809476852417, loss: 2848.9792098999023 
batches completed: 510, time taken: 8.288870096206665, loss: 2854.3585658073425 
batches completed: 511, time taken: 8.264504194259644, loss: 2859.904981613159 
batches completed: 512, time taken: 8.264262676239014, loss: 2865.5072236061096 
batches completed: 513, time taken: 8.262118101119995, loss: 2870.8195276260376 
batches completed: 514, time taken: 8.28236436843872, loss: 2876.265793323517 
batches completed: 515, time taken: 8.287826776504517, loss: 2881.9380292892456 
batches completed: 516, time taken: 8.27671766281128, loss: 2887.322793006897 
batches completed: 517, time taken: 8.265975713729858, loss: 2892.820444583893 
batches completed: 518, time taken: 8.281089067459106, loss: 2898.274227142334 
batches completed: 519, time taken: 8.265490055084229, loss: 2903.7185406684875 
batches completed: 520, time taken: 8.265561580657959, loss: 2909.2145681381226 
batches completed: 521, time taken: 8.277808666229248, loss: 2914.526487350464 
batches completed: 522, time taken: 8.2671959400177, loss: 2919.9118938446045 
batches completed: 523, time taken: 8.279770374298096, loss: 2925.556074142456 
batches completed: 524, time taken: 8.276721477508545, loss: 2931.030866622925 
batches completed: 525, time taken: 8.270660638809204, loss: 2936.6887106895447 
batches completed: 526, time taken: 8.28128170967102, loss: 2942.0478010177612 
batches completed: 527, time taken: 8.277384042739868, loss: 2947.5773978233337 
batches completed: 528, time taken: 8.274188756942749, loss: 2953.093010902405 
batches completed: 529, time taken: 8.260116815567017, loss: 2958.637584209442 
batches completed: 530, time taken: 8.264690160751343, loss: 2963.910445213318 
batches completed: 531, time taken: 8.271135568618774, loss: 2969.3380398750305 
batches completed: 532, time taken: 8.272341012954712, loss: 2974.8905663490295 
batches completed: 533, time taken: 8.268109798431396, loss: 2980.3716106414795 
batches completed: 534, time taken: 8.277794122695923, loss: 2985.7585735321045 
batches completed: 535, time taken: 8.274166584014893, loss: 2991.156014919281 
batches completed: 536, time taken: 8.282719373703003, loss: 2996.9300785064697 
batches completed: 537, time taken: 8.273889064788818, loss: 3002.4055047035217 
batches completed: 538, time taken: 8.276715517044067, loss: 3007.7529244422913 
batches completed: 539, time taken: 8.271245241165161, loss: 3013.173070907593 
batches completed: 540, time taken: 8.273197650909424, loss: 3018.9501361846924 
batches completed: 541, time taken: 8.275097370147705, loss: 3024.5053277015686 
batches completed: 542, time taken: 8.27860975265503, loss: 3030.303762435913 
batches completed: 543, time taken: 8.285756587982178, loss: 3035.8368701934814 
batches completed: 544, time taken: 8.278120994567871, loss: 3041.114713191986 
batches completed: 545, time taken: 8.277381658554077, loss: 3046.8323011398315 
batches completed: 546, time taken: 8.265816450119019, loss: 3052.418947696686 
batches completed: 547, time taken: 8.283133029937744, loss: 3057.98366355896 
batches completed: 548, time taken: 8.27542519569397, loss: 3063.2795538902283 
batches completed: 549, time taken: 8.269758701324463, loss: 3068.83105802536 
batches completed: 550, time taken: 8.283050537109375, loss: 3074.2978496551514 
batches completed: 551, time taken: 8.27766466140747, loss: 3079.5624079704285 
batches completed: 552, time taken: 8.271544218063354, loss: 3084.950927734375 
batches completed: 553, time taken: 8.270788431167603, loss: 3090.532560825348 
batches completed: 554, time taken: 8.269289493560791, loss: 3096.2812638282776 
batches completed: 555, time taken: 8.275859355926514, loss: 3102.06085062027 
batches completed: 556, time taken: 8.285108089447021, loss: 3107.7871193885803 
batches completed: 557, time taken: 8.275015115737915, loss: 3113.349367618561 
batches completed: 558, time taken: 8.270842790603638, loss: 3118.8648500442505 
batches completed: 559, time taken: 8.282638788223267, loss: 3124.349404811859 
batches completed: 560, time taken: 8.282170534133911, loss: 3129.776819229126 
batches completed: 561, time taken: 8.268445253372192, loss: 3135.2234110832214 
batches completed: 562, time taken: 8.269624948501587, loss: 3140.5859427452087 
batches completed: 563, time taken: 8.274763822555542, loss: 3145.9564185142517 
batches completed: 564, time taken: 8.270323753356934, loss: 3151.3533658981323 
batches completed: 565, time taken: 8.287056922912598, loss: 3156.895781517029 
batches completed: 566, time taken: 8.271284818649292, loss: 3162.3464398384094 
batches completed: 567, time taken: 8.278398275375366, loss: 3167.7261686325073 
batches completed: 568, time taken: 8.264062643051147, loss: 3173.0327320098877 
batches completed: 569, time taken: 8.279411792755127, loss: 3178.5116209983826 
batches completed: 570, time taken: 8.272740602493286, loss: 3184.0041189193726 
batches completed: 571, time taken: 8.265483856201172, loss: 3189.4076199531555 
batches completed: 572, time taken: 8.25881052017212, loss: 3195.0229091644287 
batches completed: 573, time taken: 8.271653413772583, loss: 3200.561900615692 
batches completed: 574, time taken: 8.274049282073975, loss: 3206.0760107040405 
batches completed: 575, time taken: 8.26432180404663, loss: 3211.5571637153625 
batches completed: 576, time taken: 8.288222789764404, loss: 3216.937991142273 
batches completed: 577, time taken: 8.288809537887573, loss: 3222.4250326156616 
batches completed: 578, time taken: 8.278782367706299, loss: 3228.026942253113 
batches completed: 579, time taken: 8.275552988052368, loss: 3233.597596645355 
batches completed: 580, time taken: 8.275776386260986, loss: 3239.334569454193 
batches completed: 581, time taken: 8.277262687683105, loss: 3244.679353237152 
batches completed: 582, time taken: 8.258888244628906, loss: 3250.2791891098022 
batches completed: 583, time taken: 8.269306421279907, loss: 3255.7735738754272 
batches completed: 584, time taken: 8.274177312850952, loss: 3261.272168636322 
batches completed: 585, time taken: 8.283933639526367, loss: 3266.706015586853 
batches completed: 586, time taken: 8.28030014038086, loss: 3272.028091907501 
batches completed: 587, time taken: 8.269450664520264, loss: 3277.2835626602173 
batches completed: 588, time taken: 8.267251968383789, loss: 3282.5663137435913 
batches completed: 589, time taken: 8.277161836624146, loss: 3288.123351097107 
batches completed: 590, time taken: 8.278370380401611, loss: 3293.545615673065 
batches completed: 591, time taken: 8.268714904785156, loss: 3298.9682002067566 
batches completed: 592, time taken: 8.282097578048706, loss: 3304.6399569511414 
batches completed: 593, time taken: 8.264427423477173, loss: 3310.0757389068604 
batches completed: 594, time taken: 8.270368337631226, loss: 3315.55774641037 
batches completed: 595, time taken: 8.262590885162354, loss: 3321.0181245803833 
batches completed: 596, time taken: 8.271910905838013, loss: 3326.5107951164246 
batches completed: 597, time taken: 8.281280755996704, loss: 3331.9032402038574 
batches completed: 598, time taken: 8.27549958229065, loss: 3337.3597869873047 
batches completed: 599, time taken: 8.268303871154785, loss: 3342.719350337982 
batches completed: 600, time taken: 8.254066944122314, loss: 3348.171922683716 
batches completed: 601, time taken: 8.259843587875366, loss: 3353.3754563331604 
batches completed: 602, time taken: 8.266845703125, loss: 3358.8127546310425 
batches completed: 603, time taken: 8.281682014465332, loss: 3363.8108162879944 
batches completed: 604, time taken: 8.27029800415039, loss: 3369.2173409461975 
batches completed: 605, time taken: 8.265548467636108, loss: 3374.9632425308228 
batches completed: 606, time taken: 8.282713413238525, loss: 3380.1892461776733 
batches completed: 607, time taken: 8.275256633758545, loss: 3385.843415260315 
batches completed: 608, time taken: 8.26523733139038, loss: 3390.96648645401 
batches completed: 609, time taken: 8.260919332504272, loss: 3396.2295060157776 
batches completed: 610, time taken: 8.25467038154602, loss: 3401.306969165802 
batches completed: 611, time taken: 8.270904541015625, loss: 3406.1334676742554 
batches completed: 612, time taken: 8.27827763557434, loss: 3411.044888973236 
batches completed: 613, time taken: 8.278181314468384, loss: 3417.150848388672 
batches completed: 614, time taken: 8.28021788597107, loss: 3422.94353723526 
batches completed: 615, time taken: 8.278412103652954, loss: 3428.9177327156067 
batches completed: 616, time taken: 8.270992517471313, loss: 3434.935348510742 
batches completed: 617, time taken: 8.274885416030884, loss: 3439.850781440735 
batches completed: 618, time taken: 8.273744344711304, loss: 3446.411826610565 
batches completed: 619, time taken: 8.262887001037598, loss: 3451.450518131256 
batches completed: 620, time taken: 8.279966592788696, loss: 3457.158915042877 
batches completed: 621, time taken: 8.271764039993286, loss: 3462.2460527420044 
batches completed: 622, time taken: 8.270430088043213, loss: 3467.7355184555054 
batches completed: 623, time taken: 8.27619218826294, loss: 3473.2138776779175 
batches completed: 624, time taken: 8.268511772155762, loss: 3478.8307027816772 
batches completed: 625, time taken: 8.279295206069946, loss: 3484.2653555870056 
batches completed: 626, time taken: 8.286231517791748, loss: 3489.849340438843 
batches completed: 627, time taken: 8.278850317001343, loss: 3495.309012889862 
batches completed: 628, time taken: 8.281945943832397, loss: 3500.629852771759 
batches completed: 629, time taken: 8.276012182235718, loss: 3506.1722497940063 
batches completed: 630, time taken: 8.270512819290161, loss: 3511.5605607032776 
batches completed: 631, time taken: 8.268584251403809, loss: 3516.9086990356445 
batches completed: 632, time taken: 8.2614004611969, loss: 3522.547840118408 
batches completed: 633, time taken: 8.274435758590698, loss: 3528.0659317970276 
batches completed: 634, time taken: 8.278530597686768, loss: 3533.5323491096497 
batches completed: 635, time taken: 8.275520086288452, loss: 3538.9636964797974 
batches completed: 636, time taken: 8.271182537078857, loss: 3544.490656852722 
batches completed: 637, time taken: 8.265050172805786, loss: 3549.768653869629 
batches completed: 638, time taken: 8.273610591888428, loss: 3555.359220981598 
batches completed: 639, time taken: 8.26763391494751, loss: 3560.634057044983 
batches completed: 640, time taken: 8.267353773117065, loss: 3566.0391850471497 
batches completed: 641, time taken: 8.251880884170532, loss: 3571.400091648102 
batches completed: 642, time taken: 8.267779350280762, loss: 3577.102518558502 
batches completed: 643, time taken: 8.28142261505127, loss: 3582.546461582184 
batches completed: 644, time taken: 8.27320671081543, loss: 3588.267065525055 
batches completed: 645, time taken: 8.279380083084106, loss: 3593.6145672798157 
batches completed: 646, time taken: 8.267180681228638, loss: 3598.9817419052124 
batches completed: 647, time taken: 8.266881465911865, loss: 3604.838078022003 
batches completed: 648, time taken: 8.284228324890137, loss: 3610.547005176544 
batches completed: 649, time taken: 8.259582996368408, loss: 3615.9135932922363 
batches completed: 650, time taken: 8.280868768692017, loss: 3621.5478134155273 
batches completed: 651, time taken: 8.264470338821411, loss: 3627.3051285743713 
batches completed: 652, time taken: 8.263582468032837, loss: 3633.21120262146 
batches completed: 653, time taken: 8.273150205612183, loss: 3638.692906856537 
batches completed: 654, time taken: 8.273436069488525, loss: 3644.064187526703 
batches completed: 655, time taken: 8.26830005645752, loss: 3649.466919898987 
batches completed: 656, time taken: 8.279333353042603, loss: 3655.034245491028 
batches completed: 657, time taken: 8.28165054321289, loss: 3660.6345586776733 
batches completed: 658, time taken: 8.266669273376465, loss: 3666.117923259735 
batches completed: 659, time taken: 8.258563995361328, loss: 3671.4923601150513 
batches completed: 660, time taken: 8.27177095413208, loss: 3676.9914507865906 
batches completed: 661, time taken: 8.281963586807251, loss: 3682.7779445648193 
batches completed: 662, time taken: 8.267931461334229, loss: 3688.383234024048 
batches completed: 663, time taken: 8.258597373962402, loss: 3693.6609382629395 
batches completed: 664, time taken: 8.26983904838562, loss: 3698.977865219116 
batches completed: 665, time taken: 8.26717495918274, loss: 3704.4548377990723 
batches completed: 666, time taken: 8.27051067352295, loss: 3710.001522541046 
batches completed: 667, time taken: 8.269728422164917, loss: 3715.2943501472473 
batches completed: 668, time taken: 8.277502059936523, loss: 3720.763382434845 
batches completed: 669, time taken: 8.28167986869812, loss: 3726.4042463302612 
batches completed: 670, time taken: 8.28132677078247, loss: 3732.0847158432007 
batches completed: 671, time taken: 8.277101755142212, loss: 3737.5319242477417 
batches completed: 672, time taken: 8.282275438308716, loss: 3743.11279964447 
batches completed: 673, time taken: 8.279294967651367, loss: 3748.6160345077515 
batches completed: 674, time taken: 8.276544570922852, loss: 3754.085617542267 
batches completed: 675, time taken: 8.261600971221924, loss: 3759.7058095932007 
batches completed: 676, time taken: 8.265718460083008, loss: 3765.069025993347 
batches completed: 677, time taken: 8.282599449157715, loss: 3770.4658675193787 
batches completed: 678, time taken: 8.278478145599365, loss: 3775.8542699813843 
batches completed: 679, time taken: 8.269115686416626, loss: 3781.201678276062 
batches completed: 680, time taken: 8.28305721282959, loss: 3786.647093772888 
batches completed: 681, time taken: 8.273626804351807, loss: 3792.2098736763 
batches completed: 682, time taken: 8.266899585723877, loss: 3797.490574359894 
batches completed: 683, time taken: 8.270418405532837, loss: 3803.077820301056 
batches completed: 684, time taken: 8.283343076705933, loss: 3808.5274839401245 
batches completed: 685, time taken: 8.273733139038086, loss: 3813.9548411369324 
batches completed: 686, time taken: 8.276375532150269, loss: 3819.5185356140137 
batches completed: 687, time taken: 8.265916109085083, loss: 3824.8548035621643 
batches completed: 688, time taken: 8.25985836982727, loss: 3830.285671234131 
batches completed: 689, time taken: 8.28499460220337, loss: 3836.051027774811 
batches completed: 690, time taken: 8.268102169036865, loss: 3841.6581478118896 
batches completed: 691, time taken: 8.285832643508911, loss: 3847.1163516044617 
batches completed: 692, time taken: 8.270541429519653, loss: 3852.926167488098 
batches completed: 693, time taken: 8.277979850769043, loss: 3858.240816116333 
batches completed: 694, time taken: 8.273578643798828, loss: 3863.681158065796 
batches completed: 695, time taken: 8.261947393417358, loss: 3868.96270608902 
batches completed: 696, time taken: 8.281573295593262, loss: 3874.4149675369263 
batches completed: 697, time taken: 8.272786140441895, loss: 3880.12468290329 
batches completed: 698, time taken: 8.280685901641846, loss: 3885.694734096527 
batches completed: 699, time taken: 8.277571439743042, loss: 3891.0135707855225 
batches completed: 700, time taken: 8.282012462615967, loss: 3896.520528793335 
batches completed: 701, time taken: 8.273634433746338, loss: 3901.907859802246 
batches completed: 702, time taken: 8.280031442642212, loss: 3907.38506937027 
batches completed: 703, time taken: 8.250525712966919, loss: 3912.783957004547 
batches completed: 704, time taken: 8.266541719436646, loss: 3918.1494941711426 
batches completed: 705, time taken: 8.282674551010132, loss: 3923.660798549652 
batches completed: 706, time taken: 8.277803182601929, loss: 3929.27108669281 
batches completed: 707, time taken: 8.28126049041748, loss: 3934.914755821228 
batches completed: 708, time taken: 8.261601686477661, loss: 3940.624078273773 
batches completed: 709, time taken: 8.26331353187561, loss: 3946.1862869262695 
batches completed: 710, time taken: 8.268718004226685, loss: 3951.40891122818 
batches completed: 711, time taken: 8.276416778564453, loss: 3956.88911819458 
batches completed: 712, time taken: 8.272287130355835, loss: 3962.5701656341553 
batches completed: 713, time taken: 8.278985500335693, loss: 3968.284908771515 
batches completed: 714, time taken: 8.277135610580444, loss: 3973.7458271980286 
batches completed: 715, time taken: 8.261232376098633, loss: 3979.3154911994934 
batches completed: 716, time taken: 8.280773639678955, loss: 3984.71737575531 
batches completed: 717, time taken: 8.272277355194092, loss: 3990.1090903282166 
batches completed: 718, time taken: 8.275245428085327, loss: 3995.569356441498 
batches completed: 719, time taken: 8.287442922592163, loss: 4001.036515712738 
batches completed: 720, time taken: 8.27703332901001, loss: 4006.5349683761597 
batches completed: 721, time taken: 8.28603482246399, loss: 4012.0215497016907 
batches completed: 722, time taken: 8.261694431304932, loss: 4017.3710317611694 
batches completed: 723, time taken: 8.271214962005615, loss: 4022.615420818329 
batches completed: 724, time taken: 8.281910181045532, loss: 4028.0814418792725 
batches completed: 725, time taken: 8.25424313545227, loss: 4033.4615502357483 
batches completed: 726, time taken: 8.287460088729858, loss: 4038.8213424682617 
batches completed: 727, time taken: 8.272811651229858, loss: 4044.509400844574 
batches completed: 728, time taken: 8.272789716720581, loss: 4050.3152556419373 
batches completed: 729, time taken: 8.27495288848877, loss: 4055.707981109619 
batches completed: 730, time taken: 8.274835109710693, loss: 4060.8522396087646 
batches completed: 731, time taken: 8.269451379776001, loss: 4066.1531023979187 
batches completed: 732, time taken: 8.265484094619751, loss: 4071.5165972709656 
batches completed: 733, time taken: 8.28496265411377, loss: 4076.863878250122 
batches completed: 734, time taken: 8.287434339523315, loss: 4082.4856243133545 
batches completed: 735, time taken: 8.26840877532959, loss: 4088.0688815116882 
batches completed: 736, time taken: 8.283180713653564, loss: 4093.5374460220337 
batches completed: 737, time taken: 8.274282455444336, loss: 4099.154510974884 
batches completed: 738, time taken: 8.258204460144043, loss: 4104.569075584412 
batches completed: 739, time taken: 8.284400224685669, loss: 4110.175900936127 
batches completed: 740, time taken: 8.273916959762573, loss: 4115.654422283173 
batches completed: 741, time taken: 8.265127420425415, loss: 4120.958359718323 
batches completed: 742, time taken: 8.267057418823242, loss: 4126.199074745178 
batches completed: 743, time taken: 8.271493434906006, loss: 4131.568318843842 
batches completed: 744, time taken: 8.28273868560791, loss: 4137.217262268066 
batches completed: 745, time taken: 8.266747951507568, loss: 4142.5171484947205 
batches completed: 746, time taken: 8.280295133590698, loss: 4147.869617462158 
batches completed: 747, time taken: 8.289851188659668, loss: 4153.1448130607605 
batches completed: 748, time taken: 8.271310091018677, loss: 4158.508719921112 
batches completed: 749, time taken: 8.27682876586914, loss: 4164.022520065308 
batches completed: 750, time taken: 8.280790567398071, loss: 4169.630091190338 
batches completed: 751, time taken: 8.273749589920044, loss: 4174.84271812439 
batches completed: 752, time taken: 8.282268285751343, loss: 4180.4445605278015 
batches completed: 753, time taken: 8.276693105697632, loss: 4186.011396408081 
batches completed: 754, time taken: 8.278167486190796, loss: 4191.666307926178 
batches completed: 755, time taken: 8.27906322479248, loss: 4196.891068458557 
batches completed: 756, time taken: 8.272002458572388, loss: 4201.940948486328 
batches completed: 757, time taken: 8.27212142944336, loss: 4207.340590000153 
batches completed: 758, time taken: 8.275901079177856, loss: 4212.786283493042 
batches completed: 759, time taken: 8.272940397262573, loss: 4218.220064640045 
batches completed: 760, time taken: 8.268169164657593, loss: 4223.891962528229 
batches completed: 761, time taken: 8.258455991744995, loss: 4229.231238365173 
batches completed: 762, time taken: 8.27547550201416, loss: 4234.998950004578 
batches completed: 763, time taken: 8.283483743667603, loss: 4239.825539588928 
batches completed: 764, time taken: 8.272056818008423, loss: 4245.332492351532 
batches completed: 765, time taken: 8.279398679733276, loss: 4250.535504817963 
batches completed: 766, time taken: 8.257381916046143, loss: 4256.264649391174 
batches completed: 767, time taken: 8.28076696395874, loss: 4262.050570011139 
batches completed: 768, time taken: 8.268940210342407, loss: 4267.2380628585815 
batches completed: 769, time taken: 8.275338649749756, loss: 4272.953879833221 
batches completed: 770, time taken: 8.258160591125488, loss: 4279.174730300903 
batches completed: 771, time taken: 8.268975734710693, loss: 4284.795757770538 
batches completed: 772, time taken: 8.28552770614624, loss: 4290.3548793792725 
batches completed: 773, time taken: 8.279162406921387, loss: 4295.53998708725 
batches completed: 774, time taken: 8.278851509094238, loss: 4301.288644313812 
batches completed: 775, time taken: 8.264317035675049, loss: 4306.706308364868 
batches completed: 776, time taken: 8.280861139297485, loss: 4312.129936695099 
batches completed: 777, time taken: 8.264806032180786, loss: 4317.596594810486 
batches completed: 778, time taken: 8.27239727973938, loss: 4322.665088176727 
batches completed: 779, time taken: 8.282976388931274, loss: 4328.15643119812 
batches completed: 780, time taken: 8.274909257888794, loss: 4333.727468490601 
batches completed: 781, time taken: 8.285029172897339, loss: 4338.959025859833 
batches completed: 782, time taken: 8.27859091758728, loss: 4344.368085384369 
batches completed: 783, time taken: 8.268015146255493, loss: 4349.766242027283 
batches completed: 784, time taken: 8.282515525817871, loss: 4355.231646537781 
batches completed: 785, time taken: 8.274497032165527, loss: 4360.6758852005005 
batches completed: 786, time taken: 8.267989158630371, loss: 4366.253937244415 
batches completed: 787, time taken: 8.269811630249023, loss: 4371.735288619995 
batches completed: 788, time taken: 8.273309469223022, loss: 4377.106354236603 
batches completed: 789, time taken: 8.273821592330933, loss: 4382.6859340667725 
batches completed: 790, time taken: 8.26075267791748, loss: 4388.217439651489 
batches completed: 791, time taken: 8.270164251327515, loss: 4393.998375415802 
batches completed: 792, time taken: 8.26354455947876, loss: 4399.119025230408 
batches completed: 793, time taken: 8.25928258895874, loss: 4404.338442802429 
batches completed: 794, time taken: 8.265578031539917, loss: 4409.551165103912 
batches completed: 795, time taken: 8.285701990127563, loss: 4414.828385353088 
batches completed: 796, time taken: 8.264957427978516, loss: 4420.104300022125 
batches completed: 797, time taken: 8.276832342147827, loss: 4425.3025097846985 
batches completed: 798, time taken: 8.274508476257324, loss: 4430.749269485474 
batches completed: 799, time taken: 8.276540517807007, loss: 4436.091398239136 
batches completed: 800, time taken: 8.270872592926025, loss: 4441.955310344696 
batches completed: 801, time taken: 8.266251564025879, loss: 4447.38341999054 
batches completed: 802, time taken: 8.273275375366211, loss: 4452.811553001404 
batches completed: 803, time taken: 8.279340028762817, loss: 4458.368185997009 
batches completed: 804, time taken: 8.266896486282349, loss: 4463.95056438446 
batches completed: 805, time taken: 8.274102687835693, loss: 4469.139433860779 
batches completed: 806, time taken: 8.278120756149292, loss: 4474.660272121429 
batches completed: 807, time taken: 8.270918607711792, loss: 4479.711982727051 
batches completed: 808, time taken: 8.280338048934937, loss: 4485.717202663422 
batches completed: 809, time taken: 8.26839280128479, loss: 4490.9854435920715 
batches completed: 810, time taken: 8.265903234481812, loss: 4496.404289722443 
